Région,AE,CAP,Cercle,Commune,NOM_ETABLISSEMENT,Localites,X,Y,CODE_ETABLISSEMENT,Localisation,CYCLE,STATUT,PRESENCE_RESTAURANT,PRESENCE_LATRINES,LATRINES_FILLES_SEPAREES,NOMBRE_LATRINES,EAU_POTABLE,GARCONS,FILLES,TOTAL,NBRE ENSEIGNANTS
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,YERERE,KOUROUKERE,Kouroukere,-9.48615000,15.42270000,755038,,1er cycle,Public,1,0,,,1) robinet ,98,50,148,4
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,YERERE,KOUROUKERE 2°C,Kouroukere,-9.48615000,15.42270000,991411,,2ème cycle,Medersa,0,0,,,2) forage fonctionnel,27,6,33,3
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,SADIOLA,KOUROUKETO 1ER CYCLE,,-11.73595000,14.05010000,734981,,1er cycle,Public,0,0,,,2) forage fonctionnel,345,273,618,8
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,SADIOLA,KOUROUKETO 2ème C,,-11.73595000,14.05010000,734976,,2ème cycle,Public,0,1,0,7,2) forage fonctionnel,126,76,202,4
KAYES,KAYES,KENIEBA,KENIEBA,KOROUKOTO,KOUROUKOTO,,-10.40360000,12.60700000,735051,,1er cycle,Public,0,0,,,3) puits non tarrissable,71,43,114,4
KAYES,KAYES,KENIEBA,KENIEBA,KOROUKOTO,KOUROUKOTO 2èC,,-10.40360000,12.60700000,963672,,2ème cycle,Public,0,0,,,5) pas de point d'eau,60,10,70,4
KAYES,KITA,KITA 1,KITA,BENDOUGOUBA,KOUROULA,,-9.32661667,12.96533333,737079,,1er cycle,Public,0,0,,,5) pas de point d'eau,73,75,148,3
KAYES,KITA,KITA 2,KITA,COMMUNE DE KOUROUNINKOTO,KOUROUNINKOTO 1er C.,Kourounikoto,-9.57858333,13.85681667,738039,,1er cycle,Public,0,0,,,2) forage fonctionnel,423,199,622,5
KAYES,KITA,KITA 2,KITA,COMMUNE DE KOUROUNINKOTO,KOUROUNINKOTO 2°C.,Kourounikoto,-9.57858333,13.85681667,738006,,2ème cycle,Public,0,1,0,3,3) puits non tarrissable,259,54,313,5
KAYES,KITA,KITA 1,KITA,TAMBAGA,KOUROUNOUNA,Kourounouma,-9.80761667,13.12345000,11003976,,1er cycle,Public,0,0,,,5) pas de point d'eau,50,29,79,2
KAYES,KAYES,KAYES RIVE DROITE,KAYES,KOUSSANE,KOUSSANE,,-11.23348333,14.88525000,733029,,1er cycle,Public,1,1,0,3,2) forage fonctionnel,258,69,327,4
KAYES,KAYES,KAYES RIVE DROITE,KAYES,KOUSSANE,KOUSSANE 2ème CYCLE,,-11.23348333,14.88525000,1035139,,2ème cycle,Public,0,1,1,6,5) pas de point d'eau,35,4,39,3
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,KOUTILA,,-11.22558333,12.92510000,938106,,1er cycle,Public,0,0,,,5) pas de point d'eau,34,18,52,3
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,KOUTILA NIAFA,,-11.22558333,12.92510000,959489,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,33,31,64,1
KAYES,KITA,KITA 1,KITA,KITA OUEST,KOUYOU,,,,950604,A localiser,1er cycle,Public,0,0,,,4) puits tarrissable,48,38,86,3
KAYES,KAYES,YELIMANE,YELIMANE,KREMIS,KREMIS 1erC.,,-10.34628333,15.35160000,768054,,1er cycle,Public,0,0,,,2) forage fonctionnel,488,308,796,9
KAYES,KAYES,YELIMANE,YELIMANE,KREMIS,KREMIS 2° Cycle,,-10.34628333,15.35160000,768002,,2ème cycle,Public,0,0,,,5) pas de point d'eau,98,26,124,6
KAYES,KITA,KITA 1,KITA,KOULOU,KRIKANIA,,-9.84915000,12.19890000,737049,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,104,65,169,4
KAYES,KITA,KITA 1,KITA,COMMUNE DE KITA,LA MAMAN,,,,737074,A localiser,1er cycle,Communautaire,0,1,0,1,1) robinet ,171,157,328,7
KAYES,KITA,KITA 1,KITA,KOULOU,LABANTA,,-10.11633333,12.35196667,950605,,1er cycle,Communautaire,0,1,0,2,5) pas de point d'eau,28,21,49,2
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,GOGUI,LABIDI,Labidi,-9.35973333,15.63570000,991409,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,25,27,52,2
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LAFIA 2° C,,-11.45216667,14.44126667,950244,,2ème cycle,Public,0,1,0,2,1) robinet ,338,292,630,12
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LAFIA ''B'' 2ème CYCLE,,-11.45216667,14.44126667,11041414,,2ème cycle,Public,0,1,0,6,5) pas de point d'eau,134,121,255,5
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LAFIA PRIVE [1er C],,-11.45216667,14.44126667,950245,,1er cycle,Privé laïc,0,1,1,6,1) robinet ,242,182,424,7
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LAFIA PRIVE [2ème C],,-11.45216667,14.44126667,11040609,,2ème cycle,Privé laïc,0,1,1,3,1) robinet ,74,81,155,8
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,LAFIABOUGOU,,,,938096,A localiser,1er cycle,Public,0,1,1,6,1) robinet ,126,125,251,7
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,LAFIABOUGOU 2èC,,,,959490,A localiser,2ème cycle,Public,0,1,1,6,1) robinet ,155,92,247,4
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LAFIABOUGOU I,,-11.45216667,14.44126667,734008,,1er cycle,Public,0,1,1,6,1) robinet ,497,420,917,14
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LAFIABOUGOU II,,-11.45216667,14.44126667,734009,,1er cycle,Public,0,1,1,6,1) robinet ,425,417,842,13
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LAFIABOUGOU III,,-11.45216667,14.44126667,734010,,1er cycle,Public,0,1,0,6,1) robinet ,389,385,774,12
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LAFIABOUGOU IV,,-11.45216667,14.44126667,959625,,1er cycle,Public,0,1,0,6,1) robinet ,450,411,861,15
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,LAFIABOUGOU-NORD 2èC,,,,11041917,A localiser,2ème cycle,Public,0,1,0,3,2) forage fonctionnel,89,35,124,5
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,LAFIA-DIOUKA,,,,959491,A localiser,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,91,95,186,6
KAYES,KITA,BAFOULABE,BAFOULABE,KOUNDIAN,LAHANDY,,-10.82013333,13.28235000,702065,,1er cycle,Public,0,0,,,5) pas de point d'eau,118,101,219,5
KAYES,KITA,BAFOULABE,BAFOULABE,KOUNDIAN,LAHANDY 2E CYCLE,,-10.82013333,13.28235000,964328,,2ème cycle,Public,0,0,,,5) pas de point d'eau,92,45,137,3
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,LAKAMANE,LAKAMANE 1er C,Lakamane,-9.90775000,14.50835000,716033,,1er cycle,Public,0,1,1,4,4) puits tarrissable,152,136,288,3
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,LAKAMANE,LAKAMANE 2è C,Lakamane,-9.90775000,14.50835000,716060,,2ème cycle,Public,0,1,1,2,5) pas de point d'eau,82,32,114,5
KAYES,KAYES,YELIMANE,YELIMANE,KIRANE KANIAGA,LAKANGUEMOU,,-10.27793333,15.42810000,768049,,1er cycle,Public,0,1,1,10,1) robinet ,321,153,474,5
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,KORERA-KORE,LAKOULE,Lakoule,-8.85981667,15.08543333,937947,,1er cycle,Communautaire,1,0,,,3) puits non tarrissable,81,60,141,4
KAYES,KAYES,YELIMANE,YELIMANE,TRINGA,LAMBATRA,,-10.69776667,14.64481667,768026,,1er cycle,Public,0,1,1,9,5) pas de point d'eau,262,52,314,5
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,LOGO,LAMBE,,,,11041406,A localiser,1er cycle,Public,0,1,1,2,1) robinet ,24,28,52,1
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,LAMBIDOU,"LAMBIDOU ""B""",Lambidou,-9.54666667,14.31640000,959775,,1er cycle,Public,0,1,1,3,1) robinet ,258,93,351,5
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,LAMBIDOU,LAMBIDOU 1er CYCLE ,Lambidou,-9.54666667,14.31640000,716025,,1er cycle,Public,0,0,,,5) pas de point d'eau,392,171,563,5
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,LAMBIDOU,LAMBIDOU 2è C,Lambidou,-9.54666667,14.31640000,716055,,2ème cycle,Public,0,1,0,2,5) pas de point d'eau,137,21,158,5
KAYES,KITA,KITA 1,KITA,COMMUNE DE KITA,Lamine KONATE 2è CYCLE,,,,11003980,A localiser,2ème cycle,Privé laïc,0,1,1,4,3) puits non tarrissable,36,29,65,5
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,SONY,LANIMODI MEDERSAS ISLAMIC,,-12.05238333,14.71516667,734967,,1er cycle,Medersa,0,1,0,3,2) forage fonctionnel,278,204,482,8
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,SONY,LANY TOUNKA 1er C,,-12.05613333,14.71606667,734954,,1er cycle,Public,0,1,1,3,5) pas de point d'eau,173,66,239,4
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,SONY,LANY TOUNKA 2ème Cycle,,-12.05613333,14.71606667,734955,,2ème cycle,Public,0,1,0,2,5) pas de point d'eau,150,32,182,4
KAYES,KITA,BAFOULABE,BAFOULABE,KONTELA,LASSANA,,-10.48913333,13.91643333,702500,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,36,15,51,2
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,LAKAMANE,LATAKAF,Lattakaf,-9.72795000,14.53213333,716047,,1er cycle,Public,1,1,1,3,2) forage fonctionnel,72,86,158,2
KAYES,KITA,KITA 1,KITA,COMMUNE DE KITA,Le PROGRES,,,,11044413,A localiser,2ème cycle,Privé laïc,0,1,0,1,3) puits non tarrissable,7,6,13,4
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LEGAL SEGOU I,,-11.45001667,14.45433333,734012,,1er cycle,Public,0,1,0,6,1) robinet ,355,337,692,15
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LEGAL SEGOU II,,-11.45001667,14.45433333,734013,,1er cycle,Public,0,1,1,8,1) robinet ,569,473,1042,15
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LEGAL SEGOU III,,-11.45001667,14.45433333,734014,,1er cycle,Public,0,0,,,1) robinet ,234,220,454,8
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LEGAL SEGOU IV,,-11.45001667,14.45433333,734877,,1er cycle,Public,0,1,0,2,1) robinet ,609,625,1234,14
KAYES,KITA,KITA 2,KITA,MADINA,LEKONY,Leko,-9.03158333,13.60841667,738059,,1er cycle,Public,0,0,,,3) puits non tarrissable,91,77,168,3
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,SANSANKIDE,LEKOURAGA,Lekourga,-10.09411667,14.41988333,11003403,,1er cycle,Public,0,0,,,3) puits non tarrissable,62,21,83,1
KAYES,KAYES,KENIEBA,KENIEBA,BAYE,LEMOUNATOUMBOUN,,-10.93273333,12.86665000,735066,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,45,9,54,1
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,SANDARE,LES GENIES,,,,11001758,A localiser,1er cycle,Privé laïc,0,1,0,3,2) forage fonctionnel,18,15,33,3
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,SIMBI,LEWA DIARISSO,Lewa Diarisso,-9.60216667,14.72845000,755033,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,98,57,155,3
KAYES,KAYES,KAYES RIVE DROITE,KAYES,DJELEBOU,LEYA 1er Cycle,,-11.79245000,15.10556667,733008,,1er cycle,Public,1,1,0,5,2) forage fonctionnel,237,66,303,4
KAYES,KAYES,KAYES RIVE DROITE,KAYES,DJELEBOU,LEYA 2ème Cycle,,-11.79245000,15.10556667,733738,,2ème cycle,Public,0,1,0,3,2) forage fonctionnel,59,4,63,4
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LIBERTE ''A'',,-11.43551667,14.44435000,11041415,,2ème cycle,Public,0,1,1,6,5) pas de point d'eau,69,81,150,4
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LIBERTE B,,-11.43551667,14.44435000,11041416,,2ème cycle,Public,0,1,0,3,5) pas de point d'eau,67,67,134,4
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LIBERTE I,,-11.43551667,14.44435000,734015,,1er cycle,Public,0,1,0,3,1) robinet ,448,359,807,13
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LIBERTE II,,-11.43551667,14.44435000,734016,,1er cycle,Public,0,1,0,6,1) robinet ,293,315,608,13
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,LIBERTE III,,-11.43551667,14.44435000,734017,,1er cycle,Public,0,1,0,3,1) robinet ,322,336,658,10
KAYES,KITA,KITA 1,KITA,GADOUGOU II,LIMAKOLE,,-9.54454000,12.76460000,959370,,1er cycle,Communautaire,0,1,0,3,2) forage fonctionnel,88,51,139,4
KAYES,KAYES,KENIEBA,KENIEBA,DIALAFARA,LINGUEKOTO-  DIALFARA,,-11.57855000,13.44021667,11041905,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,62,20,82,1
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,LINGUEKOTO  I ( Kéniéba),,-11.19478333,12.76338333,735062,,1er cycle,Public,0,0,,,5) pas de point d'eau,96,79,175,4
KAYES,KAYES,KENIEBA,KENIEBA,SITAKILY,LINGUEKOTO II Sitakily,,-11.42618333,13.21306667,950281,,1er cycle,Public,0,0,,,2) forage fonctionnel,65,41,106,4
KAYES,KITA,KITA 2,KITA,SABOULA,LINGUEMA,Linguema,-9.59536667,13.38013333,1039102,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,18,19,37,2
KAYES,KAYES,KAYES RIVE DROITE,KAYES,DIAMOU,LOGOBA,,-11.22871667,14.08123333,1035098,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,45,31,76,2
KAYES,KAYES,KAYES RIVE DROITE,KAYES,LOGO,LOGO-MARENA,,-11.290000000,14.340000000,1035144,A localiser,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,60,50,110,2
KAYES,KAYES,KAYES RIVE DROITE,KAYES,HAWA DEMBAYA,LOMBA,,-11.27660000,14.40548333,733723,,1er cycle,Public,0,1,0,3,2) forage fonctionnel,115,98,213,6
KAYES,KAYES,KENIEBA,KENIEBA,DABIA,LOMBONA,,-11.09235000,12.64735000,11001201,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,26,26,52,1
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,HAWA DEMBAYA,LONTOU,,-11.34805000,14.34828333,734902,,1er cycle,Public,0,1,0,5,5) pas de point d'eau,212,211,423,9
KAYES,KAYES,KENIEBA,KENIEBA,SITAKILY,LOULO CITE,,-11.37093333,13.06833333,963668,,1er cycle,Public,0,1,1,6,1) robinet ,379,359,738,9
KAYES,KAYES,KENIEBA,KENIEBA,SITAKILY,LOULO-CITE 2èC,,-11.37093333,13.06833333,1036102,,2ème cycle,Public,0,1,0,3,1) robinet ,156,111,267,6
KAYES,KAYES,KENIEBA,KENIEBA,SITAKILY,LOULO-VILLAGE,,-11.37093333,13.06833333,950282,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,128,128,256,4
KAYES,KITA,BAFOULABE,BAFOULABE,DIAKON,LOUMBAMA,,-10.23140000,14.38628333,702046,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,38,7,45,2
KAYES,KAYES,KAYES RIVE DROITE,KAYES,KHOULOUN,LOUPOUROU,,-11.29293333,14.43480000,1035094,,1er cycle,Public,0,1,1,2,2) forage fonctionnel,48,44,92,3
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,NIORO TOGOUNE,LOWOÏD  I,,,,1036598,A localiser,1er cycle,Public,0,1,0,4,5) pas de point d'eau,49,40,89,2
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,NIORO TOGOUNE,LOWOÏD  II,,,,1036599,A localiser,1er cycle,Public,0,0,,,5) pas de point d'eau,25,41,66,2
KAYES,KITA,KITA 1,KITA,MACONO,MACONO 1er C,,-9.04573333,12.67533333,737072,,1er cycle,Public,0,1,0,3,4) puits tarrissable,214,151,365,6
KAYES,KITA,KITA 1,KITA,MACONO,MACONO 2ème CYCLE,,-9.04573333,12.67533333,950598,,2ème cycle,Public,0,1,0,6,5) pas de point d'eau,126,72,198,4
KAYES,KITA,BAFOULABE,BAFOULABE,TOMORA,MADALAYA,,-11.13468000,12.30532000,702163,,1er cycle,Public,0,0,,,3) puits non tarrissable,117,49,166,4
KAYES,KITA,BAFOULABE,BAFOULABE,TOMORA,MADALAYA 2ème cycle,,-11.13468000,12.30532000,992013,,2ème cycle,Public,0,0,,,5) pas de point d'eau,40,11,51,4
KAYES,KITA,BAFOULABE,BAFOULABE,TOMORA,MADALAYA MEDERSA,,-11.13468000,12.30532000,950448,,1er cycle,Medersa,0,0,,,5) pas de point d'eau,70,58,128,4
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,COMMUNE DE NIORO,MADARSATOU MIN HADJEL ISLAM,,,,991413,A localiser,1er cycle,Medersa,0,0,,,5) pas de point d'eau,61,115,176,6
KAYES,KAYES,YELIMANE,YELIMANE,GUIDIME,MADERSA TOUL  COURAN WAL HADISS DIONCOULANE II [1er C],,-10.52898333,15.20351667,991713,,1er cycle,Medersa,0,1,1,3,1) robinet ,231,258,489,8
KAYES,KAYES,YELIMANE,YELIMANE,GUIDIME,MADERSA TOUL  COURAN WAL HADISS DIONCOULANE II [2ème C],,-10.64646667,15.10398333,11040719,,2ème cycle,Medersa,0,1,1,3,1) robinet ,53,27,80,5
KAYES,KITA,BAFOULABE,BAFOULABE,BAFOULABE,MADIBAYA,,-10.75178333,13.95533333,992020,,1er cycle,Public,0,0,,,5) pas de point d'eau,23,24,47,1
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,DIOUMARA KOUSSATA,MADIGA COURA,Madiga Coura,-8.64116667,14.51796667,938506,,1er cycle,Public,0,1,1,2,5) pas de point d'eau,99,44,143,2
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,MADIGA-SACKO,MADIGA-SACKO ,Madiga Sacko,-9.30555000,14.35858333,716016,,1er cycle,Public,0,1,1,2,2) forage fonctionnel,327,167,494,6
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,MADIGA-SACKO,"MADIGA-SACKO ""B""",Madiga Sacko,-9.30555000,14.35858333,959778,,1er cycle,Public,0,1,0,5,5) pas de point d'eau,105,57,162,3
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,MADIGA-SACKO,MADIGA-SACKO 2°C,Madiga Sacko,-9.30555000,14.35858333,959777,,2ème cycle,Public,0,1,0,3,2) forage fonctionnel,149,26,175,5
KAYES,KITA,KITA 1,KITA,KITA OUEST,MADILA,,-9.64433333,12.96221667,959738,,1er cycle,Public,0,0,,,5) pas de point d'eau,33,36,69,3
KAYES,KITA,KITA 1,KITA,KITA OUEST,MADILA KONKOU KOUTOUBA,,-9.64433333,12.96221667,737127,,1er cycle,Public,0,0,,,5) pas de point d'eau,60,60,120,4
KAYES,KAYES,KAYES RIVE DROITE,KAYES,SERO DIAMANOU,MADINA,,-11.17988333,14.63053333,1035133,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,60,65,125,3
KAYES,KITA,KITA 2,KITA,SEFETO NORD,MADINA,,,,11044917,A localiser,1er cycle,Medersa,0,0,,,5) pas de point d'eau,26,13,39,1
KAYES,KITA,BAFOULABE,BAFOULABE,DIALLAN,MADINA  MEDERSA,,-10.14853333,14.19250000,938309,,1er cycle,Medersa,0,0,,,1) robinet ,23,31,54,2
KAYES,KITA,BAFOULABE,BAFOULABE,KONTELA,MADINA (KONTELA),,-10.390000000,14.070000000,702106,A localiser,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,52,14,66,1
KAYES,KITA,BAFOULABE,BAFOULABE,OUALIA,MADINA (OUALIA),,-10.02570000,13.43875000,950449,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,32,28,60,3
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,COMMUNE DE NIORO,MADINA ALAHERI,Madina Alaheri,-9.59581667,15.16625000,755019,,1er cycle,Public,0,0,,,5) pas de point d'eau,88,120,208,5
KAYES,KITA,KITA 1,KITA,TOUKOTO,MADINA FOULALA,Madina Foula,-9.86916667,13.23140000,938268,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,52,23,75,1
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,SADIOLA,MADINA FRANCO ARABE,,-11.64758333,13.95948333,1035598,,1er cycle,Public,0,0,,,5) pas de point d'eau,60,53,113,5
KAYES,KITA,BAFOULABE,BAFOULABE,KOUNDIAN,MADINA GOUNGOU,,-10.60543000,12.85610000,1037597,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,34,38,72,1
KAYES,KITA,BAFOULABE,BAFOULABE,KOUNDIAN,MADINA KOUTA,,-10.77680000,13.10540000,11002868,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,41,37,78,3
KAYES,KITA,KITA 1,KITA,KOBIRI,MADINA MALINKE,,-9.96021667,13.02646667,737170,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,47,25,72,3
KAYES,NIORO DU SAHEL,NIORO DU SAHEL,NIORO,DIABIGUE,MADINA-COURA,Madinakoura,-9.33811667,15.17751667,11042408,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,78,47,125,2
KAYES,KAYES,KAYES RIVE DROITE,KAYES,MARENA DIOMBOUGOU,MADINACOUTA,,-11.02416667,14.57228333,733040,,1er cycle,Public,0,1,0,3,2) forage fonctionnel,47,25,72,3
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,MADINANDING,,-11.38973333,12.90831667,950283,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,37,25,62,3
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,DIEOURA,MADINE BAMBARA,Madina Bambara 1,-9.75095000,14.32501667,950478,,1er cycle,Public,0,0,,,5) pas de point d'eau,56,20,76,2
KAYES,KAYES,KAYES RIVE DROITE,KAYES,GORY GOPELA,MADRASATOUL ISLAMIA  GORY,,-11.33656667,14.61761667,1035127,,1er cycle,Medersa,0,0,,,1) robinet ,86,140,226,6
KAYES,KAYES,KAYES RIVE DROITE,KAYES,COMMUNE DE GOUMERA,MAHADY  GOUMERA ,,-11.29886667,14.55725000,733792,,1er cycle,Medersa,0,0,,,3) puits non tarrissable,198,170,368,7
KAYES,KAYES,YELIMANE,YELIMANE,GUIDIME,MAHAMADIYA MADERSATOU DIONCOULANE III [1er C],,-10.64646667,15.10398333,11002317,,1er cycle,Medersa,0,1,0,1,1) robinet ,110,85,195,4
KAYES,KAYES,YELIMANE,YELIMANE,GUIDIME,MAHAMADIYA MADERSATOU DIONCOULANE III [2ème C],,-10.64646667,15.10398333,11040777,,2ème cycle,Medersa,0,1,0,1,1) robinet ,39,6,45,3
KAYES,KAYES,KAYES RIVE DROITE,KAYES,DJELEBOU,MAHAMADIYATOU,,,,959685,A localiser,1er cycle,Medersa,0,1,1,2,5) pas de point d'eau,61,76,137,3
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,MAHAMADIYATOU [1er C],,,,734041,A localiser,1er cycle,Medersa,0,1,0,3,1) robinet ,274,339,613,14
KAYES,KAYES,KAYES RIVE GAUCHE,KAYES,COMMUNE DE KAYES,MAHAMADIYATOU [2ème C],,,,11040308,A localiser,2ème cycle,Medersa,0,1,1,3,1) robinet ,141,90,231,6
KAYES,KAYES,YELIMANE,YELIMANE,KIRANE KANIAGA,MAHAMADOU SALL (Dienguéré),,,,937989,A localiser,1er cycle,Medersa,0,0,,,3) puits non tarrissable,36,19,55,2
KAYES,KAYES,KAYES RIVE DROITE,KAYES,COMMUNE DE KAYES,MAHAWI EL OUMEYATOU,,,,950399,A localiser,1er cycle,Medersa,0,0,,,5) pas de point d'eau,150,188,338,7
KAYES,KAYES,KAYES RIVE DROITE,KAYES,SERO DIAMANOU,MAHINA,,-11.10625000,14.82958333,733050,,1er cycle,Public,0,1,0,3,2) forage fonctionnel,56,34,90,4
KAYES,KITA,BAFOULABE,BAFOULABE,MAHINA,MAHINA 2è SC A,,-10.84783333,13.76160000,702130,,2ème cycle,Public,0,1,0,3,1) robinet ,236,235,471,10
KAYES,KITA,BAFOULABE,BAFOULABE,MAHINA,MAHINA 2è SC B,,-10.84783333,13.76160000,702131,,2ème cycle,Public,0,1,0,3,1) robinet ,242,167,409,11
KAYES,KITA,BAFOULABE,BAFOULABE,MAHINA,MAHINA 2è SC C ,,-10.84783333,13.76160000,950450,,2ème cycle,Public,0,1,1,2,1) robinet ,147,89,236,8
KAYES,KITA,BAFOULABE,BAFOULABE,MAHINA,MAHINA I,,-10.84783333,13.76160000,702080,,1er cycle,Public,0,1,1,6,1) robinet ,260,261,521,9
KAYES,KITA,BAFOULABE,BAFOULABE,MAHINA,MAHINA II,,-10.84783333,13.76160000,702081,,1er cycle,Public,0,1,0,3,1) robinet ,238,251,489,10
KAYES,KITA,BAFOULABE,BAFOULABE,MAHINA,MAHINA III,,-10.84783333,13.76160000,702082,,1er cycle,Public,0,1,1,6,1) robinet ,300,277,577,9
KAYES,KITA,BAFOULABE,BAFOULABE,MAHINA,MAHINA MEDERSA,,-10.84783333,13.76160000,950451,,1er cycle,Medersa,0,1,0,2,1) robinet ,57,32,89,7
KAYES,KAYES,KENIEBA,KENIEBA,KENIEBA,MAHINAMINE,,-11.37786667,12.92813333,1036098,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,74,41,115,2
KAYES,KITA,BAFOULABE,BAFOULABE,MAHINA,MAHINANDING,,-10.84171667,13.75656667,702083,,1er cycle,Public,0,1,0,3,1) robinet ,245,192,437,9
KAYES,KAYES,YELIMANE,YELIMANE,TRINGA,MAISON DE COURAN EL HADIS:DIALAKA,,-10.81063333,14.63556667,950321,,1er cycle,Medersa,0,1,0,2,1) robinet ,152,122,274,7
KAYES,NIORO DU SAHEL,DIEMA,DIEMA,DIANCOUNTE CAMARA,MAISON DES CORANS,,,,964517,A localiser,1er cycle,Medersa,0,0,,,3) puits non tarrissable,241,167,408,7
KAYES,KAYES,KAYES RIVE DROITE,KAYES,DIAMOU,MAKADEGNE,,-11.23158333,14.10448333,733068,,1er cycle,Public,0,1,0,2,5) pas de point d'eau,58,44,102,4
KAYES,KAYES,YELIMANE,YELIMANE,GUIDIME,MAKANA,,-10.52796667,15.08030000,768015,,1er cycle,Public,1,1,0,1,1) robinet ,71,38,109,3
